,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1371650,8.582308,7.940206,5.752085,9.280782,7.704885,11.827109,7.649876,9.291612,7.472842,11.307217,8.690407,9.944289,10.564579,8.35136,10.922432,4.044616,12.020405,8.888461,10.842145,11.291774,7.88425,7.108935,8.20218,5.876381,8.575573,6.684666,6.528154,8.950174,7.480113,10.53283,7.08122,9.1953,7.538377,10.645057,7.866505,11.351852,8.647413,9.059808,8.73049,7.214709,9.187643,16
GSM1371651,8.942034,7.978409,5.377532,9.227119,6.940206,11.295521,7.927531,9.449976,7.255958,10.384643,8.667297,10.538065,10.294639,7.845637,10.402375,3.666273,11.495404,9.264888,10.077288,10.506653,7.864475,6.903702,8.374873,5.942887,8.379869,6.947294,7.446016,8.626569,7.822011,10.79591,7.396563,9.281002,7.614005,10.241113,7.398009,11.49707,8.820452,8.936269,7.590129,6.784217,8.440202,0
GSM1371652,8.322214,8.439197,5.551277,8.796904,8.690958,11.077922,7.16971,10.036762,8.22212,9.409313,8.627656,9.755976,10.113366,8.507657,10.866821,3.248489,12.025996,8.503802,10.346349,10.764583,7.719884,6.908911,8.702381,5.6069,8.509395,6.243711,7.116322,9.144804,7.700955,10.335369,8.066596,8.877595,7.711066,10.040499,8.149604,10.483452,8.409913,8.896665,8.421677,8.973752,8.447258,8
GSM1371653,8.38021,8.652418,5.314327,8.90261,8.966709,11.072429,7.060565,9.969593,7.852813,9.121362,8.731574,9.481156,10.172416,8.678616,10.992116,3.730374,12.798069,8.451078,10.368865,11.042228,8.190306,6.920311,9.007229,5.712525,8.656256,6.177996,6.963735,9.113447,7.486413,10.511415,7.118316,8.870155,7.689322,9.865602,8.675237,10.303638,8.29993,9.084383,8.236784,8.738577,8.563869,12
GSM1371654,8.56419,7.884742,5.723469,9.043505,7.279422,11.214824,7.760847,9.263633,8.182533,10.384623,8.563926,10.098534,10.248623,8.554693,10.47038,3.343753,12.185441,8.76047,10.749126,10.509766,8.149077,7.271105,8.338298,5.875407,8.818278,6.733859,6.746598,8.650895,7.648414,10.64342,7.926377,9.289577,7.556731,10.30528,8.09013,11.268235,8.421425,9.017041,8.088627,7.218784,8.677248,8
GSM1371655,8.391959,8.03459,5.780644,9.127808,7.664018,11.398303,7.69194,9.175651,8.136521,10.423833,8.385923,9.735792,10.31025,8.459202,10.745111,4.323772,12.10059,8.417743,10.726861,10.700315,7.823896,6.871148,8.560813,5.593349,8.526553,6.200438,7.011232,8.674903,7.12207,10.372045,7.150429,9.0707,7.187165,10.379681,8.023211,11.201576,8.517474,8.951654,8.212249,7.229287,8.582638,12
GSM1371656,8.429485,7.606513,5.517248,9.737817,7.437901,11.227133,7.786878,9.009098,7.858431,10.786906,8.58598,9.125296,10.417419,8.723016,10.873989,4.022581,11.768583,8.06737,10.821699,11.042973,8.047628,7.199197,9.886467,5.364433,8.775203,6.496989,6.76968,8.878855,7.557938,10.696267,7.316106,8.812743,7.309082,10.374014,7.670822,11.352677,8.419406,9.037555,9.902371,7.198083,8.655313,16
GSM1371657,8.211757,8.255264,5.544472,9.508259,7.536244,11.111929,7.82506,9.193335,8.202231,10.076936,8.628088,9.762557,10.275564,8.213701,10.71595,3.457669,12.272308,8.184298,10.42576,10.540506,7.957011,6.863443,8.855017,5.825707,8.012618,6.936512,7.194071,9.071791,7.515879,10.722943,7.829388,8.806305,7.551408,9.791791,8.735872,11.340098,8.482012,9.270912,8.807079,7.53709,8.207594,8
GSM1371658,8.243838,8.670922,5.82731,8.527402,9.231556,11.016444,7.188089,9.900736,8.641526,9.503299,8.834281,9.555152,10.067688,8.230116,10.858976,3.50615,12.351023,8.36478,10.211711,10.62569,8.084563,6.963467,8.654485,5.706907,8.627983,6.370709,6.927878,9.180696,7.696256,10.392486,7.416713,9.122518,7.621015,10.092717,8.733078,10.249955,8.604603,8.978804,8.613743,8.841332,8.294995,8
GSM1371659,8.291724,8.339649,5.603931,8.644335,8.666493,11.117236,7.075988,9.944171,8.698695,9.352525,8.532215,9.676059,10.037742,8.670179,10.899643,3.985739,12.524296,8.270612,10.305182,10.899834,8.266599,7.152876,8.769677,5.627462,8.558477,6.454153,7.439901,9.083038,7.492905,10.427788,7.682735,9.110008,7.668167,9.865208,9.028424,9.955869,8.507394,9.223857,8.510866,8.834195,8.533406,8
GSM1371660,8.291997,8.130036,5.219723,8.783309,8.601413,11.272743,7.115353,10.179201,7.617307,9.517775,8.660155,9.320245,10.48208,8.458304,10.706071,3.36076,12.440962,8.357369,10.506868,11.038613,8.194963,6.698328,9.054084,5.879557,8.648258,6.450738,7.053056,8.982738,7.548135,10.358721,6.917447,9.12189,7.552289,10.136885,8.480519,10.130088,8.580538,9.146482,8.484986,8.533061,8.683056,16
GSM1371661,8.460474,8.017403,5.204643,9.116364,7.917347,11.547423,7.954719,9.30079,7.934384,10.96062,8.348228,9.964914,10.322435,8.340507,10.590583,4.717666,11.918563,8.656376,10.537248,11.294866,8.078723,6.485216,8.393953,5.720448,8.613588,6.284401,6.58906,8.69732,7.517094,10.505434,7.272711,9.099707,7.473135,10.524914,8.007685,11.724943,8.6747,9.084781,8.389847,7.342588,8.937024,16
GSM1371662,8.404894,7.907394,5.850081,9.687946,7.767144,11.271963,7.765731,9.288626,7.639893,10.555102,8.647225,9.191623,10.365344,8.224274,10.822013,3.859764,12.214145,8.81036,10.669346,10.856522,8.141593,7.082377,8.841577,5.998734,8.469832,6.768729,6.692974,8.897313,7.720558,10.081386,7.351252,9.017161,7.520637,10.210417,8.763516,12.047796,8.610883,9.231847,9.04059,7.830924,8.373191,12
GSM1371663,8.585048,8.478449,5.453779,9.438732,8.05113,10.745774,7.98913,9.198458,9.009615,10.031594,8.534879,8.975699,10.154963,8.419977,10.6694,3.689316,12.80996,8.444379,10.854315,10.468938,8.54019,6.925448,9.12211,5.75517,8.494969,6.694234,7.05035,8.652955,7.667093,9.957293,7.808578,9.14603,7.220281,9.999908,9.622351,11.715745,8.502968,9.530978,8.385138,8.008108,7.649194,8
GSM1371664,8.246332,7.96106,5.027519,9.166364,7.784827,11.727573,7.637393,9.196787,7.66695,10.901152,8.672382,9.772176,10.384728,8.322579,10.821426,3.772724,11.872895,8.758238,10.869799,11.004832,7.779546,7.116479,8.474119,5.426173,8.567056,6.515775,7.031722,8.899488,7.590014,10.608736,7.131753,9.098092,7.380581,10.598412,8.078476,11.80542,8.42951,9.097475,8.450418,7.644417,8.863804,12
GSM1371665,8.155637,8.17215,5.46677,9.777216,7.557603,11.177756,8.120653,9.405581,7.292919,10.093898,8.650333,9.676407,10.596816,8.041069,10.859573,4.13861,12.061481,8.637177,10.113548,10.798761,7.880153,6.302405,8.655104,5.549291,8.264047,6.969829,7.470887,8.514395,7.761497,10.392302,6.970714,9.022156,7.642952,9.484462,8.87491,11.619541,8.79595,9.618624,8.30434,7.56882,8.29066,20
GSM1371666,8.225809,8.79364,5.523344,8.944795,8.971703,11.022648,7.130651,9.961413,7.722634,9.155641,8.874762,9.366894,10.307264,8.612808,11.125113,3.434176,12.536545,8.629198,10.237574,10.818229,8.071803,6.76642,8.397684,5.798478,8.716377,6.218705,7.006901,9.206639,7.640383,10.282984,6.976276,9.081811,7.597509,10.089901,8.782475,10.611456,8.519332,9.208522,8.293487,9.085606,8.617707,12
GSM1371667,8.83518,8.039573,5.071177,8.921584,7.575045,11.418404,7.706757,9.341831,7.383666,10.470977,8.781658,10.379577,10.270168,8.03805,10.395181,4.11193,11.439433,9.057507,10.422519,10.699365,7.657234,6.652975,8.212556,5.83248,8.213698,6.678264,7.377088,8.538608,7.557859,10.809713,7.295368,9.14435,7.6115,10.318844,7.49786,11.733711,8.549207,8.823169,8.10972,7.245132,8.479768,4
GSM1371668,8.545377,8.435112,5.325903,8.954417,8.794624,11.032735,7.003495,9.887383,8.388671,9.217788,8.737693,9.724535,10.046091,8.62727,10.737563,3.724578,12.506788,8.543524,10.446929,10.84239,7.940132,6.872982,9.18331,5.706352,8.477402,6.544395,7.536332,9.145313,7.722429,10.678397,7.782468,8.93666,7.473127,9.746059,8.834475,10.378947,8.163069,9.008745,8.361071,9.029476,8.486903,8
GSM1371669,8.358579,7.707077,5.385544,8.856261,7.742331,11.525634,7.624084,9.18909,8.384878,10.816227,8.485447,10.14291,10.191764,8.466583,10.495699,4.82362,11.98234,8.643865,10.726073,10.920964,7.83127,6.945462,7.7514,5.58049,8.872756,6.251177,6.945705,8.426166,7.571725,10.502155,7.841744,9.163642,7.775401,10.721175,7.720414,11.792199,8.348686,8.687074,8.12216,7.635101,8.829714,8
GSM1371670,8.555202,7.591316,6.13168,8.643042,7.25077,11.23553,7.696281,9.271387,8.216073,10.396759,8.582432,10.096434,10.220451,8.498307,10.192971,3.522147,12.096867,8.789903,10.771998,10.461737,8.051316,7.339544,8.091097,5.944514,8.871556,6.626832,6.963195,8.386918,7.469578,10.580894,7.714539,9.243952,7.331018,10.434382,8.045191,11.358112,8.34444,8.769993,7.794459,7.026527,8.355868,8
GSM1371671,8.707561,7.929357,5.449576,9.111971,7.863436,11.562327,7.810456,9.366592,7.160559,10.546004,8.582499,10.247778,10.304056,7.960859,10.442769,4.194276,11.557665,8.990207,10.288411,10.75576,7.819715,7.089956,8.28232,5.826897,8.27563,6.749537,7.17838,8.68534,7.696826,10.779487,7.285408,9.007457,7.622783,10.403669,7.5813,11.775153,8.491748,9.051226,7.974558,7.369888,8.696006,0
GSM1371672,8.720163,8.428897,5.186275,9.682542,7.498497,10.82707,8.059895,9.547396,8.025273,9.788985,8.797972,10.161288,10.58592,8.137262,10.584613,4.30788,12.044356,8.51734,10.305467,10.198756,8.14873,7.090891,9.363721,5.677066,8.203763,7.080398,7.258852,9.026443,7.648433,10.77257,7.407295,9.079496,7.925595,9.565331,8.74076,11.54016,8.452168,9.615881,8.23676,7.363337,7.820855,8
GSM1371673,8.312034,8.240118,5.629031,8.778838,8.537288,11.240981,7.016624,9.990775,7.355181,9.760876,8.646549,9.650063,10.289356,8.396969,10.68655,3.459191,12.088017,8.425204,10.405502,11.069998,7.819171,7.126021,8.846451,5.972548,8.575557,6.558088,7.148006,8.836195,7.54805,10.429517,6.889993,8.886847,7.48201,10.18638,8.201757,10.46347,8.358208,8.879688,8.542375,8.935429,8.669941,20
GSM1371674,8.505974,8.544333,5.563186,8.928619,9.021804,10.911686,7.18692,9.877297,7.32739,8.88909,8.745306,9.801873,10.195689,8.284413,10.683116,3.658132,12.227859,8.657895,10.065794,11.100533,8.012787,6.634086,8.620948,5.570217,8.720364,5.965224,6.865243,9.207864,7.808204,10.591789,6.783087,8.768431,7.434858,9.596542,8.331065,10.08864,8.285339,8.965713,8.232351,8.229219,8.391904,16
GSM1371675,8.727473,8.673096,5.090444,8.956166,9.033471,11.045663,7.396164,9.822748,7.192341,9.768545,8.885252,9.890136,10.281808,8.289302,11.071053,3.506284,12.052973,9.043416,9.828045,10.829484,7.924212,7.249045,8.045535,5.881167,8.756525,6.376022,7.035485,9.118052,8.04204,10.272254,7.318389,9.11209,7.826202,9.926697,7.577037,10.43993,8.905875,8.949763,8.375963,8.536781,8.384959,0
GSM1371676,8.232595,8.271784,5.730906,9.689716,7.706272,11.072107,7.881852,9.128277,7.990212,10.286884,8.47714,8.957084,10.341822,8.315669,10.661257,4.777717,12.477488,8.792249,10.589509,10.644481,8.198609,6.813876,8.451955,6.360348,8.341773,6.827146,6.521344,8.816435,7.466831,9.890443,7.172429,9.131474,7.701628,9.753559,8.988811,11.810365,8.782399,9.322085,8.521479,7.976911,7.975677,12
GSM1371677,8.482083,7.352193,5.499991,9.505619,7.439535,11.211102,7.685824,9.278364,8.027168,10.634047,8.611838,9.154423,10.674246,8.730701,10.944663,3.752706,11.999772,7.984615,10.646212,11.018503,8.402523,7.432949,10.028972,5.773576,8.809497,6.517857,6.481996,9.159964,7.672234,10.342535,7.227192,9.146457,7.467106,10.285176,8.048682,10.947059,8.836777,9.225698,9.952865,7.435508,8.383595,12
GSM1371678,8.735239,8.203425,5.800463,8.976609,7.551591,11.69992,7.777379,8.930862,7.26636,10.953935,8.667987,9.92816,10.364165,8.274016,10.737489,4.435334,11.744054,8.934245,10.671938,11.311741,7.870507,7.194489,8.332545,5.978755,8.593953,6.592761,6.658728,8.552477,7.464376,10.66203,6.694033,8.972747,7.587497,10.530483,7.783079,11.861228,8.858339,8.76544,8.511447,7.174352,9.166921,20
GSM1371679,8.398423,8.327711,5.56118,9.763209,7.459536,11.077665,7.781104,9.369564,7.906528,9.973311,8.701636,9.842071,10.359056,8.20736,10.738975,3.390983,11.996119,8.390063,10.437992,10.763303,8.120227,7.052266,9.091715,5.837247,8.192668,6.828301,7.400296,9.048611,7.662484,10.462604,7.479463,9.046807,7.634724,9.609118,8.764951,11.625034,8.673535,9.493885,8.399933,7.437195,8.266823,8
GSM1371680,8.633437,8.615981,5.489757,8.929487,9.164173,11.157819,7.390684,9.788009,7.723236,9.708797,8.849043,9.798348,10.1849,8.285121,10.843307,3.912323,12.160757,8.725396,9.843044,10.916084,8.122392,6.992541,8.470125,5.873435,8.778476,6.678426,7.326585,8.956919,7.828887,10.507739,7.333362,9.095003,7.66478,10.159522,8.185676,10.330478,8.630676,9.035443,8.490183,8.51784,8.496359,4
GSM1371681,8.52969,8.208372,5.684886,9.143785,8.787964,10.31137,7.396452,9.983209,7.667595,9.78533,9.01261,9.634917,10.199658,8.678704,11.024462,3.795073,12.57723,8.192564,9.749552,10.557964,8.631568,7.811384,8.652689,6.043128,9.488835,6.789985,5.969082,8.933851,8.005403,10.310556,7.218586,8.929964,7.659722,10.106182,8.058604,10.737561,8.975909,9.146296,8.276003,8.893957,8.75301,16
GSM1371682,8.087353,8.143251,5.404374,9.812883,7.306341,10.863323,7.8238,9.354771,7.32544,9.953315,8.716191,9.742124,10.33928,8.283185,10.903612,4.162343,12.309233,8.368752,10.305175,10.559215,8.050944,6.872037,9.282757,5.91915,8.247147,6.89978,7.268351,8.814555,7.74813,10.550126,7.478373,8.99074,7.624434,9.857401,9.024882,11.416027,8.617476,9.482344,8.451202,7.558645,8.094932,12
GSM1371683,8.488671,8.319337,5.400923,9.577765,7.689881,11.139797,7.938373,9.209609,8.047653,10.542734,8.565965,9.272024,10.228266,8.41058,10.726863,3.680008,12.196404,8.786087,10.48619,10.807132,8.04709,6.637945,9.280754,5.633351,8.251923,6.542931,6.90537,9.160725,7.845992,10.134054,7.128397,8.952002,7.632855,10.00936,8.572732,12.211429,8.655582,9.188558,8.916795,7.746535,8.370485,16
GSM1371684,8.831858,8.206241,5.605395,9.98862,7.84508,10.962424,7.959236,9.527361,7.313939,9.945954,8.978943,10.035921,10.68766,7.887642,10.578434,4.111895,11.992065,9.303084,10.018918,10.348436,7.838411,6.924032,9.152247,6.152507,8.465566,6.853692,7.392059,8.895735,7.883393,10.446557,7.224978,9.144821,7.577337,9.80628,7.746849,10.23488,9.016448,8.734241,9.067079,6.207221,8.414911,0
GSM1371685,8.434247,8.073584,5.593229,9.16461,7.458866,11.380743,7.665034,9.229183,7.904567,10.737014,8.741265,9.98126,10.482761,8.441312,10.832863,4.596415,12.06738,8.820468,10.674537,10.783116,8.134379,7.331914,8.189333,6.068273,8.706416,6.603709,6.53026,8.693172,7.758812,10.417593,7.311779,9.148753,7.788786,10.637128,8.059042,11.04055,8.741641,9.067637,8.56742,7.379983,9.039149,12
GSM1371686,8.312544,7.663151,5.318869,9.368197,7.557511,10.937181,7.427295,8.924873,8.548737,10.288688,8.621256,9.219174,10.289728,8.93174,10.556875,3.757346,12.360488,7.78621,11.001235,10.670229,8.260339,7.273949,10.717517,5.691516,8.596818,6.572392,7.022583,9.193675,7.4553,10.56909,8.270376,9.05285,7.342769,10.222673,8.751025,11.405429,8.41399,9.219877,10.191978,7.730286,8.302162,8
GSM1371687,8.821746,8.34311,5.711084,9.784486,7.431168,10.859489,8.183123,9.463736,7.00913,9.539523,8.71296,10.018051,10.423136,7.787282,10.638283,4.091523,11.777488,8.842105,9.825066,10.168359,7.964362,6.844171,8.765182,5.773468,8.013342,6.999538,7.347133,8.893283,7.678094,10.817297,7.384528,9.102376,7.71441,9.298208,8.588637,11.221107,8.534256,9.502644,8.59084,7.059575,7.935079,0
GSM1371688,8.206452,8.41583,5.518335,9.71087,7.425214,10.899726,7.793951,9.225002,7.473382,10.124406,8.638557,9.477677,10.449467,8.287934,10.885198,3.560077,12.382149,8.446922,10.493113,10.449823,7.922976,6.920663,8.790589,5.707389,8.21848,7.293977,6.79208,8.915679,7.566527,10.293986,7.360391,9.231182,7.434013,9.726733,8.966319,11.288345,8.706608,9.604936,8.570577,7.377848,8.19966,12
GSM1371689,7.987117,7.339909,5.89395,9.577254,7.508027,11.352851,8.00813,9.049034,7.31575,11.00447,8.777618,9.244424,10.608529,8.688999,10.648904,3.651071,11.861788,7.946171,10.744428,11.138195,8.108242,7.338296,9.293899,5.65942,8.772574,6.239899,6.360145,9.026026,7.5789,10.320877,7.012587,8.971384,7.037085,10.217499,7.655792,11.109568,8.793587,9.157588,9.784615,6.808485,8.5266,16
GSM1371690,8.688785,7.540256,5.421341,9.444352,7.514659,11.085409,7.844756,9.21747,8.646296,9.477929,8.621312,9.018123,10.050433,8.256269,10.643766,4.031231,12.23326,8.026026,10.67978,10.088082,7.933822,7.086233,9.883819,5.933135,8.571162,6.681872,7.233511,8.999744,7.364845,10.336907,7.624393,8.964747,7.205095,9.936848,9.063128,10.927786,8.312996,8.965269,8.523781,6.678842,7.957181,8
GSM1371691,9.12719,8.247628,5.590036,8.93697,8.004078,11.004029,7.442186,9.543501,8.787345,10.683648,8.636236,8.955025,9.852617,8.510161,10.861785,3.839776,12.670971,7.951674,11.105555,11.075527,8.435234,7.335052,8.911468,5.695765,8.776811,6.631746,6.658915,9.185804,7.409129,10.242865,7.659341,8.97732,7.378618,10.707282,9.274714,11.026486,8.450844,9.2283,8.978805,7.629976,9.217098,8
GSM1371692,8.749756,7.526658,5.647337,9.388448,7.107272,11.198075,7.883326,9.224059,7.168048,9.720192,8.456542,9.396576,10.046969,8.048252,10.708043,4.082329,11.039687,8.478054,10.337899,10.23459,7.711719,7.08503,9.412165,5.789983,8.489444,6.935194,7.252921,8.747588,7.340201,10.430479,7.099252,9.031319,7.263072,9.991836,8.21043,10.859039,8.320459,8.844073,8.457058,6.274051,8.178194,0
GSM1371693,8.590244,7.254113,5.425238,9.326375,6.983595,11.177353,7.737412,9.354601,7.669321,9.866091,8.408256,9.067704,9.734557,8.291157,10.854461,3.778328,11.421202,8.439929,10.688738,10.320508,7.907502,7.336528,9.48247,5.64609,8.704651,6.846578,7.35416,9.055087,7.5289,10.280088,7.399962,9.257438,7.21291,10.040797,8.341028,10.910596,8.49728,8.90468,8.604316,6.430691,8.317551,4
GSM1371694,9.090239,8.079724,5.688722,9.510897,7.298958,10.90331,8.558705,9.227244,8.551958,9.997952,8.786452,9.601784,10.253455,8.371407,10.66069,3.696425,11.478751,8.516871,10.266489,10.045055,7.840731,7.154141,10.905677,5.70253,8.215843,6.956193,7.319565,9.067171,7.808521,10.508164,7.712699,9.155833,7.47656,9.747656,7.499958,11.384631,8.525958,8.573462,10.380734,7.391843,8.281485,8
GSM1371695,8.932371,7.610523,5.369377,9.693556,7.196276,10.886927,8.063665,9.362338,7.133555,9.649677,8.690082,9.540054,10.10512,8.076865,10.235216,3.390377,11.662714,8.852042,10.191077,9.964815,7.998528,7.205874,9.798573,5.979378,8.621455,6.870476,7.230627,8.861183,7.874213,10.500693,6.693148,9.038759,7.197654,9.958636,8.220017,10.747446,8.36056,8.762905,8.023606,6.327784,8.002767,20
GSM1371696,8.559459,7.182701,5.557704,9.18927,6.996637,11.156936,7.822372,9.234706,8.16052,9.588592,8.282187,9.318524,9.712484,8.350612,10.746105,4.399043,11.311381,7.971963,10.503214,10.027741,7.754624,7.268419,9.578967,5.550901,8.846013,6.694059,7.219882,8.84006,7.471028,10.397307,8.104618,9.138616,7.427552,10.296721,8.270472,10.585479,8.439807,8.925627,8.725918,6.27245,8.058336,4
GSM1371697,9.239046,8.115432,5.317166,9.779379,7.321423,10.892238,8.701056,9.525858,7.496676,9.9836,8.669108,9.662176,10.324412,7.825449,10.476971,3.558807,11.047817,8.845478,10.106392,9.986254,8.006791,6.969434,10.81399,5.739992,8.135973,7.102827,7.145315,8.799154,7.819816,10.573478,7.220916,9.111595,7.322263,9.44013,7.05619,11.170606,8.582139,8.752805,10.167819,7.207845,8.290798,0
GSM1371698,8.41308,7.542378,5.443579,9.570199,7.654011,11.15206,8.013278,9.257376,7.452652,9.901,8.492022,8.958895,10.128326,8.223916,10.914607,4.06005,11.839607,8.26767,10.637184,10.458602,7.913591,7.394457,9.547458,5.66121,8.70998,6.597388,6.890573,8.864631,7.556733,10.118995,7.016163,8.899269,7.385646,10.223212,8.756,10.615227,8.442954,9.071175,8.404519,7.085979,8.214593,12
GSM1371699,8.550508,7.332657,5.565132,9.570944,7.239519,10.783525,7.955528,9.245755,7.356839,9.992734,8.555544,8.991164,9.351446,8.239662,10.631416,4.146713,11.563183,7.898747,10.429071,10.087201,7.947023,7.6722,10.359443,5.545746,9.345523,6.273995,6.435807,8.900219,7.68927,10.390154,6.754974,9.010331,7.175537,9.642609,8.351999,10.599905,8.37577,9.011299,8.635042,6.684454,7.974273,16
GSM1371700,8.231968,7.876387,5.699478,9.768271,7.380736,11.004515,7.810231,9.2791,6.850558,9.713045,8.183999,9.511038,10.280098,7.993459,10.542821,4.468562,11.53593,8.59359,10.045101,10.335686,7.870045,6.651819,8.909104,5.778811,7.611382,6.676531,7.478504,8.754054,7.199379,10.633744,6.607136,9.043338,7.608901,8.847911,8.514211,11.442182,8.571078,9.202298,8.140505,6.98643,7.76499,0
GSM1371701,8.750968,8.240363,5.333077,9.586405,7.392561,10.346897,7.839278,9.494676,7.943919,9.604408,8.867573,9.813666,10.508628,7.860524,10.50666,4.242276,12.549755,9.045927,10.35263,9.705066,8.442053,7.084263,10.084525,5.970365,8.463422,7.036641,7.090685,8.758191,7.64543,10.67724,7.072456,9.26412,7.682381,10.257821,8.528081,9.987401,8.655403,9.68232,9.191317,7.304774,7.428645,12
GSM1371702,8.832476,8.107997,5.556054,9.680848,7.507662,10.777214,8.201162,9.549579,8.196586,9.870924,8.85927,9.402475,10.33472,8.245819,10.912964,3.900705,11.978032,8.403034,10.360855,9.482041,8.257996,7.142243,10.825242,5.730321,8.482211,6.590112,6.814753,8.853392,7.638261,10.398834,6.953868,9.140367,7.432853,9.943017,8.070451,10.832198,8.564306,8.742835,9.898494,7.301433,8.309819,12
GSM1371703,9.283579,7.916981,5.330329,9.832793,7.398044,11.198671,7.749529,8.975809,7.651713,10.7743,8.603318,10.008762,10.23795,8.194498,10.42478,3.623221,11.548702,9.003786,10.754581,10.822513,7.817806,7.289882,9.040635,5.687971,8.410321,6.772024,6.786554,8.793893,7.643969,10.939579,7.215256,8.841256,7.29527,10.351457,7.691641,11.267898,8.584749,8.669314,8.879966,7.334631,8.636723,20
GSM1371704,9.241042,7.902357,5.628522,9.406134,7.318819,10.942354,8.554001,9.499245,7.572516,10.07342,8.640259,9.901508,10.282432,8.080003,10.623187,4.433497,11.462846,8.928887,9.943187,9.973469,8.056939,7.0426,10.623721,5.938499,8.077308,6.984688,7.346134,8.830928,7.779769,10.726171,7.352712,9.164798,7.207115,9.453286,7.309857,11.168937,8.587102,8.642724,10.408767,6.927824,8.386627,4
GSM1371705,8.590869,8.337632,5.109541,9.847337,7.931435,10.943084,8.06937,9.314325,7.608658,9.82158,8.800713,9.718267,10.6258,8.010846,10.673661,3.577258,12.215237,9.019997,10.363484,10.359715,8.076362,7.096787,9.496312,5.545329,8.502769,6.600342,6.926449,8.908677,7.575546,10.344381,7.293804,9.132924,7.299797,9.805302,8.295676,10.1673,8.800462,8.726559,9.152018,6.571813,8.181319,16
GSM1371706,8.512174,8.262279,5.315404,9.705169,7.405436,10.967341,8.023296,9.41338,7.322137,9.791003,8.658878,9.75408,10.594527,7.821392,10.689409,4.399078,12.080614,8.591073,10.165128,10.442145,7.833272,6.782715,8.999774,5.722944,7.909397,6.90344,7.808993,9.299155,7.750076,10.534992,7.245281,8.980418,7.617628,9.569007,8.973769,11.53106,8.652276,9.381448,8.398331,7.22723,8.27619,20
GSM1371707,8.135851,7.957397,5.708405,9.286485,7.321885,11.297619,7.630165,9.787949,7.651507,10.465084,8.523497,8.674177,10.109058,8.511933,10.808444,4.187757,11.784752,8.115338,11.146535,11.019685,8.028393,7.099789,8.923988,5.675442,8.705896,6.367709,6.588437,9.152982,7.341958,10.088471,6.967162,9.012217,7.426687,10.584142,8.273699,10.650379,8.619915,8.791395,9.178732,7.437496,9.212732,12
GSM1371708,8.69069,7.097012,5.358829,9.480285,7.09013,11.274798,7.451724,9.227182,7.178755,10.882111,8.611985,9.609304,10.369923,8.499686,10.577686,4.209568,11.298476,8.470368,10.611712,10.773072,8.040878,7.363895,9.385761,5.626901,8.51977,6.832136,6.882205,9.098337,7.311846,10.663176,7.204055,9.128678,7.267307,10.11411,7.463391,11.460097,8.682488,9.176537,9.71479,7.167121,8.440072,0
GSM1371709,8.705596,5.868576,5.823602,9.053126,6.989304,11.249478,7.750552,9.010741,7.196101,9.576899,7.885525,9.095874,9.558549,8.192613,10.665271,3.56832,11.13746,8.225897,10.097111,10.366657,7.665297,7.142746,9.100349,5.778353,8.504173,6.591939,7.175938,8.551322,7.050091,10.244324,7.086009,9.067271,7.094528,10.009513,7.84071,10.656943,8.547165,9.012483,8.190189,6.205681,7.928553,4
GSM1371710,7.974704,8.441953,5.421494,9.456713,7.722692,11.105253,7.385014,9.397079,7.966186,9.887786,8.608525,8.910812,10.352318,8.409126,11.065865,3.843993,12.335198,8.779037,10.682617,10.614327,8.11182,6.976485,9.171437,5.853262,8.615654,6.39685,6.941553,8.874675,7.358922,10.455459,6.823442,9.074251,7.225017,9.894377,8.757925,10.856943,8.72474,9.135722,8.499609,6.068616,8.594231,12
GSM1371711,8.341262,7.970817,5.533025,9.809719,7.293598,11.349999,7.840714,9.135404,7.313285,10.264797,8.564606,10.076031,10.409515,7.866118,10.838683,3.966517,10.829702,9.163677,10.359795,10.777266,7.707843,6.664599,8.632663,5.637733,8.314767,6.710852,7.392552,8.908782,7.625289,10.525654,7.141661,9.061247,7.581787,10.193601,7.501203,10.362556,8.743176,8.862707,8.054848,6.986998,8.616882,0
GSM1371712,8.498544,8.055403,5.335348,9.843908,7.61694,11.21272,8.030882,9.140936,8.048712,10.199547,8.6725,10.135475,10.536382,8.141072,10.710732,3.601156,11.656208,9.046629,10.302571,10.788972,8.105216,6.768849,8.543553,5.613779,8.437937,6.531393,7.188893,9.041362,7.913919,10.437675,7.3384,9.050346,7.587756,10.136854,7.951606,10.281337,8.636837,8.8829,7.974587,7.020654,8.438737,16
GSM1371713,9.423667,7.898544,5.263812,9.680699,7.460216,10.869513,8.708523,9.499817,7.693388,10.06613,8.891498,9.887995,10.512562,8.08259,10.420629,3.511586,11.335416,8.921793,10.023234,10.080321,7.93934,7.071162,10.290509,6.078119,8.160745,6.752012,7.249421,8.761104,7.734119,10.607761,7.577292,9.337293,7.569223,9.507983,7.241074,10.909915,8.670578,8.421913,10.070971,6.803148,8.337904,4
