,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1371597,9.027571,8.15985,6.246704,9.403649,7.463278,11.002046,8.143121,9.376791,7.219138,10.097896,8.578963,10.061622,10.563959,8.02775,10.205591,3.77319,12.101449,9.386406,10.338254,10.988276,8.02021,7.463466,9.067266,6.138636,8.306916,6.970899,6.836053,8.440127,7.364659,10.469825,7.155788,9.15903,7.842945,9.86742,8.191596,10.021195,8.691853,9.515944,9.360102,6.632911,7.951616,20
GSM1371598,8.814082,8.170856,5.479556,9.485388,7.307038,10.671304,7.79702,9.384801,8.312489,9.797748,8.740742,9.924311,10.545724,7.716872,10.696502,4.050825,12.505895,9.031874,10.625937,10.47371,8.209959,7.245644,9.822422,5.711142,8.084442,7.122086,7.084897,8.817486,7.531106,10.630482,7.431621,9.169035,7.544738,9.866378,8.859964,10.134735,8.647378,9.461636,9.416974,7.434546,8.048092,8
GSM1371599,8.446198,7.263833,5.610035,9.257167,7.005292,11.112823,7.44953,9.577233,7.705807,10.369459,8.349406,9.399922,10.193252,8.667757,10.845644,4.216147,11.396376,8.650246,10.647605,10.516277,8.176372,7.554465,8.727565,5.906605,8.970625,6.953921,6.350581,8.397353,7.339729,10.421525,7.38355,9.360465,7.406511,9.924076,7.591864,10.572896,8.653301,8.849326,8.379579,5.64598,8.365597,4
GSM1371600,8.2917,8.101539,5.599381,9.136531,7.338721,11.169141,7.298976,9.44588,8.376328,9.861596,8.512368,9.44749,10.416996,8.523135,10.79141,3.690103,12.160056,8.629736,10.794514,10.528223,8.063267,7.365789,9.387031,5.558642,8.554469,6.795086,7.011409,8.535968,7.627754,10.452692,8.344123,9.019343,7.243804,9.92384,7.678996,10.792965,8.367695,8.824439,8.436347,6.018964,8.502142,8
GSM1371601,9.127383,8.264164,5.476073,9.492616,7.150829,10.46561,7.829658,9.552632,7.46458,9.43018,8.933924,10.253584,10.690029,7.408775,10.232229,3.614183,11.587114,9.243903,9.884641,10.051894,8.046708,7.115837,9.826297,5.674412,7.897921,7.104179,7.265793,8.978872,7.840049,10.687988,7.105983,9.055346,7.617761,9.855512,8.240786,10.022291,8.704234,9.294095,9.244231,6.952532,7.576714,20
GSM1371602,8.950821,8.337731,5.404467,9.512429,7.463829,10.600803,7.942634,9.498342,7.725947,9.677267,8.730297,9.916476,10.774506,7.630919,10.508431,4.056775,12.183851,9.236419,9.98048,10.169675,8.230284,7.039122,9.624207,5.794195,8.151665,7.102809,6.910382,8.71343,7.611037,10.737934,7.141912,9.240169,7.693387,9.853934,8.399797,10.040221,8.725611,9.50586,9.201845,7.232022,7.704359,16
GSM1371603,9.47138,8.14178,5.27373,9.60184,7.487768,10.377693,7.831415,9.566019,7.474823,9.594601,8.84288,10.076184,10.41983,7.797228,10.396567,3.666611,11.924897,9.334531,9.907825,10.263179,8.119576,7.266428,9.702168,5.623231,8.278491,7.329451,7.322993,8.871643,8.026223,10.89536,7.311512,9.106389,7.653713,9.449665,8.014757,10.266295,8.482955,9.559523,9.308081,7.150223,7.579088,4
GSM1371604,8.672859,8.010006,5.907808,9.698051,7.557883,10.711775,7.621001,9.617885,8.372281,9.610795,8.710053,9.952513,10.234567,8.20893,10.436275,3.537616,11.679634,8.926019,10.154175,10.198486,8.126241,7.187512,9.329321,5.929757,8.288108,7.054448,7.450926,8.638742,7.731243,10.6883,7.590574,9.019452,7.539087,9.67213,7.835488,11.21724,8.492494,9.099054,7.973461,5.807663,8.299909,4
GSM1371605,8.309825,7.994114,5.609519,9.541834,7.489934,10.939851,7.400661,9.571815,7.565666,9.673067,8.325437,9.402564,10.200797,8.423206,10.726685,4.165237,11.928361,8.739957,10.266039,10.442194,8.19376,6.969351,9.356844,5.725448,8.442378,6.608992,6.834949,8.560235,7.548654,10.504229,6.967555,9.002657,7.263648,10.000824,8.256481,10.585267,8.460977,8.97391,8.16685,5.879714,8.244279,16
GSM1371606,8.751649,8.261258,5.35086,9.514084,7.328682,10.828042,8.077873,9.371798,7.704744,10.233113,8.587551,9.598462,10.526725,7.805482,10.859054,3.618045,12.334948,8.967595,10.641569,10.951255,8.326795,7.109095,9.630546,5.908315,8.222427,6.897723,6.7142,8.708883,7.686236,10.449656,6.93922,9.218199,7.800626,10.170512,8.607669,9.903875,8.763603,9.58449,9.445464,7.40082,8.402657,16
GSM1371607,8.637001,8.301208,5.423602,9.693518,7.508507,10.815622,7.985056,9.369081,7.597071,9.921292,8.722614,9.521825,10.511166,7.582873,10.714232,4.203923,12.222472,8.989775,10.613707,10.397196,8.062238,6.903253,9.482969,5.808135,8.160538,6.728023,6.866304,8.818658,7.710968,10.401039,7.230018,9.043651,7.454238,10.145749,8.560363,10.131834,8.668185,9.442966,9.413748,7.486246,8.137752,12
GSM1371608,8.828264,8.562433,5.43065,9.617463,7.285934,10.693002,8.078132,9.33798,8.690536,10.049998,8.513175,9.664245,10.308051,7.781385,10.49128,3.988648,12.417086,8.647324,10.594243,10.661885,8.172403,7.123515,9.762658,5.942016,8.180122,6.94182,7.169574,8.666513,7.684004,10.718437,7.553448,8.990148,7.594912,10.065629,8.465509,10.35275,8.686043,9.442039,9.149969,7.552958,8.000689,8
GSM1371609,9.686807,7.583987,5.302094,9.854511,7.251602,9.579418,8.039584,9.808372,7.578296,9.840829,9.01785,10.40339,10.538867,7.769277,10.115657,3.102166,11.956487,9.145378,9.765918,9.186913,8.661036,7.609268,10.064624,5.738655,8.522082,7.305084,6.453594,8.889135,8.184341,10.932631,7.615433,9.416967,7.916856,9.828152,7.185048,10.234846,8.930154,9.582496,9.453091,6.690432,7.761741,0
GSM1371610,9.350163,8.103381,5.137324,9.60354,7.186446,10.598946,8.00731,9.477507,7.708941,9.79608,8.608248,10.052575,10.293983,7.670073,10.582111,4.32006,11.712247,9.121318,10.029148,10.480766,7.982305,7.179032,9.300732,6.026427,8.079076,7.259942,7.394418,8.640168,7.683233,10.870943,7.526955,9.165437,7.846269,9.935803,7.862682,10.423543,8.784002,9.432122,9.185295,7.198961,7.874455,4
GSM1371611,8.914152,8.297815,5.576364,9.776668,7.470106,10.774263,8.003042,9.522361,8.293987,9.692835,8.665031,9.748013,10.691417,7.99593,10.788515,3.228977,12.366867,9.002654,10.426644,10.474907,8.070288,7.064326,9.475079,5.987937,8.075668,7.102546,6.990787,8.834914,7.538025,10.454051,7.299566,9.035322,7.68701,9.869433,8.389276,10.136453,8.983987,9.51617,9.30267,7.452098,7.932641,12
GSM1371612,9.276563,7.714679,5.827703,9.65427,6.789397,10.819234,8.611117,9.497867,7.469272,10.845036,8.791538,9.219814,10.220691,8.27473,10.56353,3.882292,11.459163,8.622027,10.381673,10.246145,8.24423,7.480085,10.262586,5.658676,8.41661,6.807261,5.673325,8.761459,7.536477,10.396616,6.926065,9.201229,7.260433,9.036761,7.008304,11.206771,8.777533,8.786753,9.767867,6.848085,7.910007,20
GSM1371613,8.401572,8.143942,5.362996,9.552436,7.819664,10.929989,7.997683,9.366542,7.782282,10.216678,8.527126,9.317442,10.315861,8.058176,10.759272,3.935033,11.8358,8.923287,10.591254,10.334938,7.961859,7.017561,8.775023,5.936323,8.274107,6.626208,6.935755,8.900255,7.790675,10.072202,7.144493,8.860637,7.419875,10.031298,8.73962,11.798605,8.540189,9.16473,8.976261,7.640335,7.909809,20
GSM1371614,8.370615,7.993509,5.285887,9.528245,7.572624,10.966823,8.032376,9.563919,7.562636,10.113684,8.51981,9.386737,10.166879,8.019625,10.287,4.145008,11.544129,8.978082,10.389451,10.084623,7.931928,7.00665,8.819141,5.810838,8.114544,7.047394,7.061246,8.724177,7.877793,10.297522,7.429298,9.033867,7.766247,9.728868,8.080075,11.746156,8.585937,9.169875,8.273023,7.59627,7.635693,0
GSM1371615,8.393162,8.165886,5.427717,9.511854,7.481473,10.979627,7.785928,9.316069,7.595823,10.181157,8.394284,9.490772,10.237041,8.198143,10.330463,4.319504,11.354147,8.958526,10.677699,10.468856,7.979658,7.267269,9.145795,5.790979,8.335483,6.97948,7.035447,8.905198,7.805413,10.233433,7.471701,9.056681,7.762776,9.986402,8.048851,12.010895,8.54795,9.088414,8.722578,7.946487,8.041993,0
GSM1371616,8.281467,8.032401,5.700617,9.392177,7.581682,11.014726,7.808615,9.447827,8.078335,10.027078,8.365816,9.453232,10.059954,8.069059,10.273851,3.94554,11.511648,8.825375,10.321492,10.151654,7.908286,7.158257,9.002982,5.831367,8.448794,6.872599,7.176838,8.675619,7.636448,10.332173,7.563175,9.046315,7.626615,10.005578,8.226584,11.654868,8.405958,8.954438,8.197172,7.718167,7.974917,4
GSM1371617,8.405818,8.191208,4.932413,8.731613,8.868754,10.94152,7.146522,10.267402,7.812074,9.379957,8.588063,9.627974,10.475876,8.528277,10.642491,3.645515,12.714416,8.481292,10.42195,10.941636,8.200586,6.782215,8.24037,5.671797,8.457061,6.460577,7.039602,8.903894,7.608395,10.38108,7.145683,8.95151,7.757134,10.081904,8.942581,9.977671,8.545303,9.169883,8.028113,8.88556,8.513152,20
GSM1371618,8.899771,8.003524,5.759077,9.507055,7.383357,10.520853,8.267486,9.48801,7.890124,10.817299,8.666834,9.189497,10.448503,8.313242,10.482276,4.301202,12.572378,8.682197,10.549927,10.308276,8.57482,7.155421,8.023055,5.499735,8.835077,7.169217,5.469587,7.913686,7.149231,9.475875,7.229215,9.366752,7.72023,9.920172,8.259893,11.450627,9.396115,9.264857,8.379088,6.888235,7.331682,20
GSM1371619,8.343169,8.092961,5.60072,9.631476,7.813432,11.125882,8.147951,9.274452,7.812664,10.545617,8.641056,9.342723,10.268043,8.256343,10.787658,3.984,11.723239,8.952136,10.530274,10.508327,8.114079,6.91916,8.92771,5.707045,8.467873,6.744101,6.708278,8.881615,7.760418,10.157811,7.250966,8.988021,7.771714,10.183779,8.372356,11.782991,8.636973,9.197237,8.917525,7.813259,8.107263,16
GSM1371620,8.543142,8.000036,5.65278,9.465273,7.922512,11.055532,7.758823,9.114201,8.31097,10.392307,8.406916,8.982217,10.019132,8.549508,10.685371,3.728321,12.328659,8.452219,10.833275,10.584396,8.196374,6.803207,8.458472,5.898886,8.426005,6.748051,6.750132,9.040369,7.385419,10.023485,7.927059,9.108955,7.368406,10.001629,8.863005,11.804501,8.604032,9.289412,8.6709,7.928152,8.017859,8
GSM1371621,8.640987,7.370647,5.3788,9.445141,7.12177,10.875252,7.522521,9.054112,7.599017,10.573391,8.730799,9.818793,10.220309,8.63907,10.480336,4.185587,11.310134,8.389528,10.564064,10.681824,8.23764,7.801597,10.74257,5.836433,8.963321,6.587956,7.131528,9.260227,7.659385,10.923214,7.206195,8.981078,7.491365,10.239875,7.35055,11.772029,8.35765,8.972418,10.020419,7.211457,8.346329,4
GSM1371622,8.624119,8.377644,5.607701,9.135774,8.064615,11.054626,7.82913,9.077143,9.159245,10.319184,8.438226,9.022035,10.114302,8.34816,10.73693,4.984704,12.640519,8.477697,10.84224,10.455722,8.420783,7.15333,8.605105,5.895209,8.373558,6.590592,6.893693,8.640123,7.462496,10.059878,7.419895,9.03564,7.418174,9.71789,9.731836,11.798681,8.658337,9.296672,8.363996,7.818653,7.758681,8
GSM1371623,8.451294,8.160745,5.575564,9.189971,7.878255,10.935571,7.667126,9.296555,8.513875,10.17953,8.494615,9.239472,10.052295,8.436084,10.587344,3.942065,12.461061,8.718833,10.823789,10.374965,8.309421,7.049288,8.831506,5.736088,8.434287,6.70709,6.871134,8.843299,7.651438,10.003027,7.854901,9.025253,7.407444,9.708107,9.314092,11.993889,8.447447,9.205655,8.62231,7.901512,8.131107,8
GSM1371624,8.758181,8.001659,5.455054,9.052443,7.876573,11.31914,7.516656,9.253,8.609629,10.381251,8.655016,10.224347,10.238869,8.25279,10.497887,3.972997,11.924203,8.690738,10.677868,10.432814,7.927391,7.110304,8.542811,5.823862,8.53857,6.603505,7.231877,8.920381,7.667726,10.921672,7.930809,9.164706,7.509552,10.328138,7.895973,11.613995,8.713642,8.860308,8.113339,7.452584,8.560876,8
GSM1371625,8.693435,7.940073,5.600632,9.139483,7.338902,11.681876,7.903553,9.341715,7.249652,10.835047,8.549274,10.212473,10.265048,7.954302,10.342771,4.261353,11.348592,8.876149,10.486012,10.8964,7.712919,7.002376,8.649983,5.682603,8.358832,6.746307,7.196258,8.81459,7.646431,10.81744,7.162177,8.863587,7.415132,10.450635,7.732411,11.739151,8.345083,8.934991,8.168025,7.300275,8.837494,0
GSM1371626,8.866612,7.966383,4.942826,9.02519,7.333607,11.547656,7.737943,9.365084,8.047165,10.817082,8.671036,10.36429,10.217183,8.252868,10.343852,4.305551,11.620391,8.86437,10.578775,10.810489,7.77514,7.32521,9.038299,5.82772,8.339263,6.754341,7.415504,8.65425,7.647324,10.947569,7.396115,9.037114,7.30729,10.477298,7.843505,12.03943,8.444302,8.868706,8.36453,7.018462,8.826389,4
GSM1371627,8.299642,8.10086,5.522496,9.779001,7.607801,10.791572,7.944283,9.394266,7.421536,10.434031,8.48698,9.138046,9.990945,8.420127,10.544475,3.827237,11.98642,8.802053,10.673814,10.431541,8.390004,7.239115,9.322019,5.780226,8.812331,7.038021,6.880746,8.769065,7.816419,10.204062,7.148897,9.097627,7.589541,10.284686,8.531029,11.794004,8.283343,9.298064,8.735617,8.057078,8.135045,12
GSM1371628,8.897347,8.001175,5.242001,8.93078,7.231405,11.306244,7.801534,9.257576,7.532637,10.169458,8.537652,10.436,10.143836,7.9421,10.343402,3.866658,11.599258,8.880239,10.423383,10.57465,7.769059,7.326057,8.578321,5.710046,8.45705,6.845615,7.478859,8.638981,7.720663,10.881619,7.469267,9.194926,7.501632,10.217549,7.325232,11.190607,8.451759,8.925183,8.09022,7.119213,8.350773,4
GSM1371629,8.766498,7.943588,5.437797,9.747873,7.714268,10.146004,7.716608,9.524958,7.729131,10.487647,8.852233,9.558129,10.140614,8.4415,10.462455,4.331869,11.914031,8.812604,10.36659,10.139841,8.525112,7.362137,9.513463,5.855052,8.971031,6.733243,6.609561,8.848721,7.968713,10.467278,7.227766,9.058848,7.632132,9.947528,8.009595,12.332971,8.323943,9.327396,8.753999,7.36043,7.97104,20
GSM1371630,8.166211,7.963593,5.66578,9.058989,6.81984,11.628231,7.730516,9.145144,6.728816,10.805662,8.535758,9.98528,10.236167,7.98313,10.470485,4.582907,11.665808,8.73535,10.564644,11.00901,7.788595,7.011938,8.339993,5.933444,8.438482,6.290173,7.033028,8.648213,7.511264,10.576347,6.677837,8.948209,7.324227,10.271193,7.925901,11.165052,8.762716,8.965565,8.056569,6.830175,8.696951,16
GSM1371631,8.319702,8.101251,5.570775,9.547318,7.916267,11.083913,7.897186,9.265059,7.935339,10.384123,8.626272,9.179189,10.204477,8.246008,10.640604,3.881026,12.237291,8.860515,10.55869,10.64518,8.272346,6.652909,8.597476,5.929072,8.460663,6.84917,6.582156,8.781799,7.651926,10.044221,7.297697,9.058368,7.481198,9.939373,8.92605,11.712529,8.536635,9.257428,8.722615,7.736018,8.099766,16
GSM1371632,8.805936,8.10278,5.324268,9.721295,7.270426,10.922506,8.068212,9.491468,6.969143,9.822926,8.680063,10.153432,10.318563,7.680546,10.522411,3.88243,11.837553,8.625771,9.819386,10.297913,7.862749,6.84777,8.788841,5.536376,8.023215,6.909687,7.464792,9.214993,7.721918,11.019688,7.541474,9.056753,7.648118,9.170797,8.558567,11.153268,8.499771,9.394577,8.562767,6.723121,7.863376,4
GSM1371633,8.523181,8.453348,5.467467,8.807873,8.559156,11.302359,7.317691,10.075722,7.759453,9.718167,8.677719,9.776098,10.174037,8.331832,10.89606,3.925861,11.903537,8.657328,9.997539,11.021034,7.72947,6.848891,8.056328,5.897508,8.41725,6.333894,7.316927,9.032474,7.620428,10.600924,7.120342,8.964464,7.548668,10.023538,7.84324,10.425045,8.679811,9.013717,8.512985,8.772532,8.632529,0
GSM1371634,8.724004,6.996885,5.869048,9.480874,7.093981,11.076675,7.730906,9.091801,7.245525,10.868039,8.495448,9.557513,10.182828,8.714889,10.681203,4.403463,12.00257,8.209353,10.816545,10.896121,8.397573,7.363707,9.837029,5.851613,8.717193,6.264313,6.274218,8.641796,7.315175,10.55594,6.39614,9.105292,7.286259,9.994459,7.639595,11.044704,8.324973,9.08049,9.631552,6.873003,8.127005,16
GSM1371635,8.330249,7.504464,5.331909,9.41303,7.471404,10.748295,7.447811,9.227844,8.042787,10.706824,8.714987,9.321329,10.042565,9.144328,10.609512,3.766744,12.114674,8.076237,10.962035,10.622513,8.350546,7.973152,10.745508,5.439206,9.14769,6.662138,6.463887,9.019617,7.672137,10.875981,7.50618,9.004506,7.499163,10.483406,7.890012,11.592763,8.458737,9.13776,10.056514,7.578404,8.330248,8
GSM1371636,8.890695,7.294,5.798188,9.558883,6.89244,11.281958,7.943546,9.099102,7.385651,11.037215,8.726362,9.560261,10.504257,8.493478,10.560216,3.898589,11.50171,8.538738,10.495665,10.891779,8.159848,7.519603,9.879152,6.04074,8.70599,6.760749,6.706262,8.942139,7.454092,10.419463,7.038976,9.08519,7.575217,10.219499,7.157104,11.191708,8.92314,9.222043,9.734402,6.648122,8.495327,20
GSM1371637,7.865435,8.189294,5.154776,9.755751,7.60878,11.04419,8.000837,9.375564,7.803407,10.14324,8.727091,9.357964,10.517732,8.263108,10.893639,4.61918,12.296953,8.283644,10.3507,10.645152,7.887831,6.648464,8.783192,5.942879,8.151575,6.669706,7.154837,8.935051,7.568082,10.350688,7.412878,9.134087,7.593535,9.708341,8.9314,11.60022,8.855279,9.486777,8.556303,7.481371,8.339078,16
GSM1371638,8.434762,7.838776,5.410779,9.596548,7.777446,11.009624,7.995582,9.42967,7.82355,10.196408,8.43389,9.408521,9.945318,8.368938,10.57445,4.135926,11.80791,8.789571,10.737953,10.441294,7.988445,7.087115,8.658843,5.594977,8.340631,6.980864,6.869588,8.908509,7.751692,10.221952,7.634022,9.039258,7.620286,9.931165,8.05099,11.924387,8.472178,9.2945,8.904011,7.852682,8.166137,4
GSM1371639,8.677392,7.942588,5.118131,8.795202,8.216181,11.151422,6.868128,9.98171,7.560567,9.22062,8.396278,9.737347,9.777238,8.527942,10.868988,3.864355,11.695385,8.60587,10.178598,10.901815,7.684457,6.912203,8.791474,5.207361,8.461846,6.612217,7.616809,9.223208,7.541905,10.711592,7.180578,8.897384,7.664787,9.995052,8.233017,10.080466,8.540416,8.807821,8.45506,8.878325,8.438255,4
GSM1371640,8.412581,7.785061,5.50465,9.615389,7.364955,10.994318,8.160142,9.2816,7.802904,10.041305,8.606785,9.592255,10.041853,8.213095,10.48838,4.445762,11.539765,8.935071,10.225961,10.407189,7.843058,6.929792,8.976579,5.875144,8.351545,7.044881,7.216909,8.943756,7.75929,10.238832,7.364638,8.861831,7.46271,9.75444,8.218974,11.998768,8.412017,9.036044,8.740902,7.744891,7.795693,0
GSM1371641,8.471868,8.315073,5.215326,8.702436,8.359984,11.074533,7.017054,9.925211,7.490614,9.592083,8.681142,9.896284,10.072468,8.101707,10.703261,4.369872,11.866364,8.539665,10.306573,10.898394,7.886241,6.999812,8.650982,5.645191,8.690725,6.486754,7.350826,9.020604,7.580605,10.734106,7.24726,8.866986,7.389501,10.070502,8.044922,10.482641,8.299667,8.79833,8.591161,8.838824,8.464733,4
GSM1371642,8.325105,8.486643,5.545574,8.767823,8.828828,11.189807,7.095887,10.151236,8.07461,9.264218,8.584239,9.413868,10.102147,8.536763,11.079597,3.466514,12.636918,8.469852,10.367385,10.947381,8.051318,6.939652,8.62833,5.646814,8.646077,6.293461,7.090565,9.052604,7.437122,10.302677,7.100673,9.074892,7.455939,9.990872,8.869421,9.932654,8.757566,9.152663,8.523423,9.090555,8.339791,12
GSM1371643,8.206938,8.226752,5.822478,9.916601,7.568844,11.006223,8.010627,9.42856,7.395997,9.949245,8.526652,9.964555,10.463867,7.719867,10.715068,4.274306,12.106377,8.662603,10.017173,10.543451,8.166314,6.797663,8.92271,5.420195,8.042199,7.03759,7.555009,9.135533,7.730101,10.603622,7.078473,9.055013,7.508707,9.529158,8.901293,11.415662,8.73317,9.413492,8.450109,7.324907,8.026978,20
GSM1371644,8.562806,8.315032,5.474406,9.90456,7.119788,11.028635,7.881014,9.373467,7.145017,9.731709,8.564643,9.639428,10.11701,8.137827,10.74761,3.802663,11.810738,8.339165,10.083439,10.271733,7.963493,7.058787,8.684064,5.580718,7.895378,6.785604,7.520514,9.20828,7.650085,10.601113,6.828696,9.00045,7.375313,9.165622,8.770797,11.592646,8.378617,9.387758,7.882701,7.068955,8.060398,4
GSM1371645,8.526443,8.043609,5.747391,9.428273,7.524457,10.887052,7.993737,9.354593,8.099384,10.115765,8.470517,9.529771,10.133252,8.158385,10.351378,3.635806,11.544068,8.989133,10.622936,10.268029,8.049692,7.003582,9.152777,5.728157,8.441248,6.843465,6.990348,8.786124,7.726092,10.190724,7.619152,9.230858,7.336883,10.028606,8.036763,11.736093,8.621564,9.013472,8.418833,7.484178,7.828774,4
GSM1371646,9.010408,8.380728,5.119877,8.988452,8.612563,10.82613,7.071641,9.804107,7.424185,9.174861,8.582597,10.079337,9.96476,8.300754,10.775913,4.16312,12.016125,8.954899,9.776067,10.821575,7.903056,6.652628,9.288202,5.535063,8.451974,6.397923,7.213613,9.18618,7.742159,10.759109,6.949267,8.950827,7.505452,9.749041,7.973616,10.342298,8.276876,8.786917,8.500714,8.694376,8.26474,0
GSM1371647,8.686231,7.927234,5.189965,9.189939,7.786634,11.502583,7.709532,9.184949,7.908044,10.664048,8.777439,10.141864,10.470787,7.891682,10.502869,3.535141,11.640343,8.793528,10.555503,10.786537,7.69434,6.970472,8.73641,5.745245,8.327812,6.571892,7.146071,8.984057,7.743978,10.658293,7.166858,8.998196,7.350369,10.660928,7.886079,11.805685,8.961793,8.764418,8.359277,7.240163,8.757662,20
GSM1371648,8.205821,8.516177,5.47188,9.814936,7.485899,11.058802,8.044428,9.44151,7.278612,9.939532,8.696676,9.727196,10.499091,8.142171,10.782054,4.305528,12.259324,8.766614,10.020052,10.636832,8.133036,6.610795,9.183215,5.214048,8.194006,6.838216,7.598028,8.68347,7.825551,10.538689,7.122103,9.021317,7.738074,9.676407,8.89376,11.315258,8.55033,9.398283,8.577655,7.445382,8.097292,16
GSM1371649,8.684824,8.33408,5.720899,8.907227,8.816662,10.930246,6.939892,9.94734,7.476937,9.601028,9.076954,9.694642,10.472404,8.047665,10.591397,3.986391,12.323425,8.503191,10.17325,10.58898,7.961466,7.104081,8.456183,5.606898,8.667915,6.555773,6.529186,8.823558,7.798051,10.54548,7.139163,9.346188,7.77663,10.08168,8.40309,10.173964,8.736895,9.240651,8.081619,8.630917,8.343292,20
