,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1168598,9.03803105879,9.11421360548,4.67031140499,9.45953941896,7.78705840246,11.9521144021,6.27460059788,9.63942533163,9.68327010929,10.404336794,7.95400312514,10.0537914815,5.51306281801,10.6291109264,8.37446860611,11.7053245787,12.7127602496,9.50845481743,13.1971392931,12.5628054856,7.8829011067,8.90117900128,6.97552687104,9.00432876367,12.8528903483,8.61877225658,8.72766259142,8.06081697452,8.72860500861,9.72973263084,7.99819855349,9.18990691463,7.36319888072,4.62019409325,6.16819915487,9.41865212948,7.39014172635,5.42568042986,8.87685200993,8.98971253112,10.7193991537,18:15
GSM1168599,9.91301125345,9.02068770963,,9.70691273519,7.97311356242,12.1909060629,5.84001060522,9.95119110528,9.04860834455,10.0135088539,6.51233980122,10.3142746145,4.52380181058,10.8597497375,8.46346397459,11.8737741965,12.7195785284,8.39699600966,13.3848545041,12.7356053916,6.67972124566,8.33369759329,6.36164568437,9.76211502695,12.8362441945,9.08242000868,7.95838370942,8.10215910463,9.56949012785,9.82252542455,7.35685536353,8.16190716846,7.969194402,4.1984911989,6.64439325859,8.94483054265,6.36264999953,5.45334293138,8.77935410766,9.90926338747,11.1437618574,22:15
GSM1168600,10.3162439801,8.79620662878,5.05022709207,9.08809010849,8.46321023057,11.6911887993,5.85893305469,9.42386304799,11.9091562273,10.302954372,8.49360930084,10.8244881674,5.88578981619,10.2000551544,8.07684571,11.3172168108,13.3613049323,9.87023648433,12.3386015812,11.9882334802,8.17237127782,9.36447666411,5.90352526791,9.02661661155,12.6365628435,8.63152532791,9.34294485815,7.9414740507,8.52321315428,10.0204822045,8.83880594253,9.83508870327,7.61014157519,4.33785514853,6.92073191132,7.80649615769,,6.00467122577,7.66360222104,9.35372491246,10.8513120199,19:40
GSM1168601,10.3245569371,,5.53370397243,9.1623201602,8.34510104645,11.5742925641,5.78529189852,9.53972453242,10.5492686678,10.3279501336,8.42233366172,10.8295709671,5.76187944229,10.2854806753,8.22213793355,11.1809153999,12.9954234373,10.1034652391,12.4105776332,12.0260583041,8.16097135916,9.62232061761,5.25846388202,9.05483987678,12.6717368238,8.87755882835,9.34517211857,7.71512535407,8.48249946847,9.95746622252,8.50874795209,10.0311952282,7.61616321697,4.7132682014,6.75499445467,8.00006063128,7.67074251265,5.85258780342,7.30743319392,9.46004232908,10.874896274,23:35
GSM1168602,10.3626976886,8.77053282413,5.19006297978,8.99073162032,8.57117388649,11.400412163,5.57371109637,9.44263508354,11.2448568186,10.257849492,8.34627875334,10.8744549096,5.59016489043,10.5623287627,8.02918412109,11.2737591268,13.1310250244,9.88411268239,12.5782056818,12.1025636351,8.37585957017,9.49304456346,5.59553549854,8.89908102704,12.7276925741,8.9203402568,9.44771926979,7.53414664685,8.56990037219,10.0778788197,9.07541796564,9.90665281479,7.78387708685,4.71411448017,6.97911292616,,7.61843167247,5.86555855594,7.59743282612,9.38857617712,10.7311466828,3:40
GSM1168603,10.0308834859,8.78251821585,5.37678632433,8.7990563654,8.72072342498,11.5021397726,5.86990540655,9.43945486265,12.2000382632,10.4665854074,8.34745310418,10.6335100342,5.69949510511,10.8067926707,8.10401918592,11.4039017851,13.8216406369,,13.3100998273,12.0380317231,8.61359148292,9.55622123011,5.43711760758,8.92929935427,12.8402168534,8.86888883147,9.05294366879,7.69410117653,8.49336724773,9.80960325634,9.28891651339,9.78741779563,7.48278313669,4.77078964512,7.36874209868,8.27153391084,7.6558505948,6.12438879568,7.49109673597,9.63539960767,10.9507182806,7:44
GSM1168604,10.1482627875,8.90450063804,5.91444187184,8.99780135223,8.86768802351,11.8152844394,5.92736888516,9.34543360287,11.9085228711,10.4225911963,8.54825168234,10.2575423165,5.8945845506,10.8028102294,8.51472011569,11.396157144,14.7024574172,9.6843637903,12.9240150819,12.4873832474,8.69852816499,9.60879381172,6.0041687356,8.96074522313,12.8624152312,8.2806132543,8.79522908188,7.82833409967,8.53224247397,9.68924916862,8.89974763981,9.82621509078,7.52729425908,4.70137565014,8.35754345774,8.68842076693,7.6948007558,6.46688841782,7.76019537462,9.91129097176,11.0878219053,11:44
GSM1168605,9.97517034112,8.2969358093,5.7809406393,9.39693089793,,12.0006201761,6.08295006489,9.41991365186,10.5283705061,10.808399672,8.34233606157,10.5757806203,5.82642352376,10.620457633,8.33506455038,11.4763553636,13.273297796,9.86249114978,12.55092185,12.4122428456,8.06149102307,9.81351377363,5.91596031323,8.8549079811,12.9590390582,8.65677117213,8.85923400329,7.77812500157,8.42529236358,9.86336935153,8.74408917642,9.69200361739,7.65239225848,5.07322841335,6.53753631116,8.27244981705,7.6080202781,5.92260400787,7.72840222192,9.72636353004,11.4218370842,15:40
GSM1168606,10.147663234,8.75036122354,5.04944219686,9.26897906204,8.41320631537,11.7437576248,5.8681043623,9.4155461223,9.94442951552,10.4863064285,8.35681711345,10.777132803,6.04727458118,10.1845154078,7.8982416864,11.555005889,12.828925751,10.0947312986,12.6775222872,12.2908782677,8.08221462975,9.41162433342,5.54754120268,9.10824610899,12.4831656106,8.69079604781,9.25187630385,7.56799139497,8.57913131177,9.98492383172,8.44568388704,9.68981754974,7.58467810903,4.81372663368,6.76951459774,8.33928942247,,6.09174391748,7.64626389811,9.56186338392,11.1469700925,19:40
GSM1168607,10.1307306309,8.85440482664,5.11849891832,9.2473590006,8.3695546297,11.8256973003,5.99566594949,9.45695244434,10.8678421074,10.6474629051,8.64106754015,10.665495227,5.91621729341,10.5492686678,8.15503991079,11.3728157929,13.6362707814,10.1557445601,12.6020123298,12.6591575903,8.36495306034,9.53754006185,5.77963164055,9.23265602252,12.6842811459,8.551811745,8.9253933174,7.86576640076,8.48908822443,10.0443246015,8.37353681465,9.57832444949,7.68603711882,4.35432829641,7.24853691786,8.80714940003,,6.06638029108,7.87388835494,9.35499246253,11.0963909419,19:40
GSM1168608,10.4225911963,8.5639373401,5.6388428543,9.01723752845,8.4974295298,11.8037562245,5.70827009547,9.38183944148,10.7860372531,10.4856322779,,10.9305375627,5.7593010825,10.3556871705,7.90683784734,11.4044127442,12.7334209879,10.0446603758,12.541230235,11.9023482595,8.08221462975,9.74892628092,5.73259769327,9.06565311438,12.6726800929,9.01546387051,9.05011345496,7.68888610858,8.54532804288,10.2442776048,8.68985645548,9.71869838003,7.95515188397,4.6350404474,6.51972153679,8.42482867213,7.55883122038,6.01544705046,7.79754967647,9.59707060517,11.1043622369,23:40
GSM1168609,10.4786155063,9.04762796648,4.8053019889,9.09964446209,8.55499745493,11.4070273535,5.82241578684,9.36397322226,10.870691233,10.1372687406,8.52442375933,11.0605208903,5.81726393735,10.156354068,7.81274350842,11.5499698723,13.4569502469,10.1482627875,12.2119387101,11.8001709899,8.20741597924,9.40103458717,5.29080915719,9.19038528809,12.5893821736,8.82654394438,9.40859710665,7.58979717589,8.73393206181,10.4367661865,8.56464910496,9.7437706868,7.89405319119,4.21631910828,7.27903176859,8.11306617556,,6.10788555683,6.76200000416,9.01999098592,10.5151960316,3:40
GSM1168610,10.0925735012,8.62261790832,5.22903821798,8.86401786867,8.46797091287,11.3167555782,5.76708297168,9.25212872051,11.300005367,9.95575800721,8.37331207922,10.7852678228,5.89608369042,10.5442966204,7.96003497189,,13.2117796743,9.82335191083,12.6824488191,11.8078307449,8.20718294618,9.55121481156,5.61510029412,8.91838957022,12.9119830141,8.70859557139,9.15908232136,7.8741614056,8.60210100907,10.0532044284,8.81124974657,9.75634872279,7.44823567767,4.49490789078,6.97505794852,8.13424855815,,5.98492400977,7.02072392949,9.33855376442,10.5449866587,7:40
GSM1168611,9.96243503533,8.97080069532,5.71708711414,8.97243426426,8.73006084498,11.575966625,5.67130940817,9.35953400122,10.8845214994,10.2647884162,8.19643937625,10.5623287627,5.6111504165,10.5258493059,8.40522451514,11.4906025678,13.9021609706,9.71869838003,12.6171904987,,8.31172034218,9.17527215937,5.82569227909,8.87220044292,12.9339686974,8.51280105876,9.14325806235,7.90683784734,8.44568388704,9.65638896857,8.38197797091,9.63650774454,7.45479651064,4.22966316722,7.57732624847,8.4250419051,7.37975742867,5.93132911502,7.37575302515,9.60025486183,10.830402299,11:35
GSM1168612,9.98048886182,8.62261790832,5.32189426617,9.15567173064,8.45937791458,11.8007910774,5.81444069539,9.26212687,10.7056012208,10.5499401112,8.24689032491,10.6625447586,5.69665811804,10.4884131827,8.16750255496,11.7784924956,12.7604289939,9.79272166902,12.6309558315,12.3287745325,7.92029945671,9.60186521539,5.141824076,8.95758266385,13.0183486125,8.50521142865,9.08242000868,7.94050445624,8.56897041923,10.2321349056,8.38478749403,9.69200361739,7.57572906672,4.75060916964,6.83280941125,8.55817425816,7.49458649731,5.96319565362,7.11227953284,9.24594240389,10.8913931216,15:40
GSM1168613,9.94563577337,8.88514192884,4.57547930874,8.74263700344,8.12339990059,12.193690728,5.98813495966,9.03375272696,10.2962536097,10.7464333063,8.28425652795,10.8398156977,5.72667426958,9.96477859646,7.69525617236,11.8256973003,12.9436075117,9.95059232329,13.1898650807,12.4787510486,8.09073929702,9.72066173902,5.96441537852,9.05390544644,13.002117023,8.5042893882,9.23209167441,8.01436793141,8.32771412288,10.3379629609,8.46371944147,9.86851046005,7.41882268471,4.93627890907,6.88273302427,8.63440688044,7.72729212579,6.08244976945,7.09126411671,9.17182599568,11.0139470698,19:40
GSM1168614,9.4307218856,7.62776427333,5.57709213314,8.69267746314,8.54873119607,11.7000046112,6.27513414402,10.3079318487,10.4540820458,10.8170958707,8.41973883547,11.4028872361,6.41442456235,9.93147679642,7.54299801466,11.8743347961,13.7414601793,9.78325008233,12.7496642927,13.353181652,8.70069528674,9.66781261148,6.06959563291,9.59070453745,12.8528903483,8.69586589756,8.96740712389,7.66959504785,8.6757958657,9.99956856458,8.6796051564,9.5917477491,7.57452365585,5.42221939955,6.86848784956,,7.56661909288,6.08388857483,8.14217530269,9.82391781233,11.2137844555,18:50
GSM1168615,9.46027730394,8.05633035875,5.34992829412,8.81556134185,8.29737702202,11.6648532291,6.28008823523,10.3460117993,10.8291632898,10.1117551921,8.3603519077,11.3336728259,6.03343758938,9.89427390019,7.81346862754,11.8998136528,13.1640261463,9.85672604787,12.5938213623,12.9738422139,8.14217530269,9.59654214398,6.03046396203,9.51931781407,12.5334473005,8.81124974657,9.00682085631,7.75241352333,8.58010062062,10.3324182095,8.61996145218,9.77923970437,7.76691116904,5.51090013632,6.31208869906,9.15644179142,7.51648515834,6.254926297,8.21162736863,9.8456097047,10.9621739989,22:45
GSM1168616,9.36750611758,7.93152747491,5.68553990399,8.50476649651,8.65724593372,11.651934128,6.01569890813,10.4378656309,11.0456144793,10.1927738611,8.04826986973,11.2571118544,5.7391300271,9.24789669563,7.80833391434,11.8500732529,13.3887916991,9.67601350524,13.0253115435,12.789775132,8.2106944515,9.69952223646,6.09817304665,9.15594830592,12.7085904798,8.8844028639,9.53728060849,7.76366412128,8.61521870296,10.3007224765,8.66815277286,9.86336935153,7.67651204192,5.41723199131,6.34931893152,8.8280350857,7.42790992388,5.74518980181,8.09912724918,9.8800640459,10.9121675114,2:52
GSM1168617,9.03153636063,8.33602456541,5.40956270607,8.81673286298,8.50657743293,11.2683976161,5.8515676453,10.4159334588,11.730143635,10.0825428463,8.23291256484,10.9448857607,5.70364205457,10.4873727516,7.70010082144,11.6289567741,13.9724312858,9.23698618686,13.3572254014,12.8226991331,8.39604324183,9.40804588118,5.94945467429,9.22932289599,12.8484711701,8.65868102318,9.29961813183,7.51901692324,8.52870633672,9.95348054525,9.33318342413,9.74839770966,7.74077473715,5.61562306559,6.81685949869,8.73743895261,,6.21983943878,7.92672847619,10.08194434,10.860913607,6:50
GSM1168618,8.48743454426,8.63224523504,5.61668367771,8.71714316676,8.36105523078,11.6238757525,5.30674357515,10.0117229791,10.8299966505,10.0302919386,8.06581882454,10.2089527832,5.62435104777,10.073528026,7.61980140376,11.7006270297,14.595561093,9.77274520797,13.6140768394,13.4129405441,8.08360606696,8.94310273708,5.46511321188,9.3526403638,12.3714841208,7.58655744124,8.91253132092,7.7604523252,8.54484372525,9.72668767342,8.10585710713,9.24981528696,7.33330897483,4.4550474705,7.7824974619,8.41178133086,,6.40343837444,7.79045709482,10.1560469782,11.1538858204,10:50
GSM1168619,9.11772641174,8.06125646542,5.16564999479,8.96267291251,8.99297041907,12.2083376467,5.29612120347,10.4478638906,10.9112786172,10.6354181636,8.02851183064,10.5559439123,5.03790918251,10.4033070775,8.05774166653,12.3167565128,14.3816906951,9.37247728558,13.1773092795,13.5067822249,8.1128584086,9.59467270436,5.21230231502,9.04204432188,12.7672574277,8.47967920351,9.0248651473,7.83690394438,8.62693478486,10.0177357302,8.39580895162,9.37881045872,,6.31015064989,6.74461496654,9.05778377075,,5.82618008549,8.23494887942,10.2163354158,11.4404494573,14:50
GSM1168620,9.27128152053,8.11405235435,4.74021136447,8.98313605296,8.36735075799,11.7242588822,6.14527073667,10.3841651604,9.98669594038,10.6632776462,8.22735105349,10.885352004,5.68707362673,10.0294244376,7.58701930691,11.8582628436,13.3503280262,9.81597902557,13.1490270279,13.3861349242,8.08868152292,9.6066391872,,9.33855376442,12.6726800929,8.60380855374,9.06170987004,7.77078746778,8.75108695304,10.2765105712,8.2650266369,9.54156385762,7.83500864546,5.83207084344,6.47463013931,9.03054510735,,6.05220833274,7.99909723358,10.0100058562,11.3034591563,18:50
GSM1168621,8.89549225902,8.19237613045,5.36693934659,8.9353536716,8.40713967617,12.0052599991,6.13341460513,10.2705228972,10.8732011978,10.2797589291,8.38014394529,10.6831221551,6.0720660753,9.98520501192,7.44191337799,11.4404494573,14.4122575656,9.35930413982,13.1211944902,13.4103094198,8.47125070171,9.4178999973,5.16429745101,9.44771926979,12.7286196106,8.36908027166,8.59276790701,,8.47406842885,9.62388366234,8.53109035178,9.81321786674,7.84740793722,5.63642097615,7.05671733876,8.74049059152,7.75975155724,6.32422911383,7.76069033488,10.160362099,11.1256075166,18:50
GSM1168622,9.305386094,8.28795200014,5.60860301217,9.05849886138,8.3792218001,11.6390178332,6.10174180444,10.3878977179,10.9933591878,10.272217998,8.0435112758,11.3221997584,5.73308450986,9.79649064025,7.64372791545,11.90483273,13.4277497891,9.69817627674,12.5117191526,12.820619979,8.02247769764,9.4525938579,6.05246326627,9.32682679641,12.6118070313,,8.89951905956,7.93656392189,8.59515046185,10.0789577831,8.50613337556,9.68567057409,7.72472519338,5.48665964983,6.44958364826,8.8703075182,7.48601230822,6.11638526997,7.91102444011,9.98282969407,11.1128230505,22:50
GSM1168623,9.15346073472,8.02504666498,4.5880574901,8.79642561998,8.54705515733,11.2119161049,5.71448942221,10.2265323625,10.9555971263,9.73301509491,7.99604424512,11.1678756511,5.3341851696,9.79334108132,7.68745979374,11.9249175088,13.618600775,9.60852682582,12.6318496617,12.7888220183,8.09212461536,9.38260788444,6.05542536008,9.33421992493,12.4944726972,8.54484372525,9.35397292636,7.69938353471,8.32913564044,9.95087146831,8.56342974967,9.78770622359,7.4922389718,5.60751986532,5.95174474182,8.75873753931,7.18050458928,5.19111989391,7.92029945671,9.9052147878,10.7402652328,2:50
GSM1168624,8.8011532046,8.09168004605,5.48238403865,8.57257536451,8.54825168234,11.2472785213,5.68099027345,10.2487606167,11.7343164225,10.0358077468,7.95145571977,10.9025430117,5.73521456037,10.0655580493,7.74960849404,11.6423931891,13.9937159972,9.44055377702,12.951189107,12.8464212771,8.28263841382,9.25614922961,5.62750201242,9.21578069503,12.5711658081,8.47218544943,9.01278243488,7.65922083644,8.09571627784,9.81153945373,8.67171866594,9.83062899785,7.31508880358,5.85407170553,6.69463184575,8.98264220388,7.60068732798,5.92907258348,7.8829011067,9.90386086057,10.7660136849,6:50
GSM1168625,8.86502713624,8.45514344902,5.45282444365,9.20113527658,8.78883535817,11.4306751505,5.57971680364,10.1810170165,11.3565807047,9.95575800721,8.70214604827,10.686127239,6.02923207669,10.129533139,8.28587889165,,14.6948767903,9.85473790393,12.8454287301,13.01950978,8.53565138747,9.22983803721,5.67696963174,9.19585647423,12.7633329797,8.35849934295,9.04623507201,7.64002502127,9.65109807167,9.95375008753,8.90048560762,9.87407058674,7.60921881781,5.03032416396,7.72210126355,8.73931584844,7.30766593918,6.40292133289,8.08479121183,9.91331634352,10.6478283585,10:45
GSM1168626,9.0976980526,8.51632825027,4.85097634268,8.7911889531,8.63632883698,11.5889432496,5.5367961584,10.1260651864,10.5698659786,10.2477733028,8.05082353327,10.9887723424,5.64543088772,10.1532488057,7.84471585694,,13.7288446676,9.79247175464,12.9998882179,13.0609291026,8.26994338414,9.20629474422,5.19723475636,9.35882625209,12.9469035669,8.62744429177,9.09818511973,7.630208448,8.2514163025,9.94743840532,8.48202828246,9.86137649624,7.66522650676,5.95375476903,6.93724295566,8.68702342564,7.34712778555,5.99090727471,8.0019270871,9.66781261148,10.8151382878,14:55
GSM1168627,8.55692700563,8.88366746041,4.33021160746,8.62909802127,8.33839091193,11.6232373875,5.90886074312,9.98639461127,10.6241046332,10.0274210254,8.12474010171,10.69928201,5.4701493498,9.69868916436,7.96561806734,11.3045046923,14.0855664428,9.69736407521,13.0772093843,12.6689786591,8.48153783423,9.27264306068,5.67543674494,9.3001303742,12.8300277708,8.594190392,9.35781898015,7.92052294823,8.20925940938,9.57109701493,8.29506675845,10.1188897385,7.06420155911,5.93057007178,7.39361874849,8.23675318326,7.59448782266,6.49038247308,7.61497969727,,10.7437259458,18:57
GSM1168628,9.68218332796,9.91358875972,,9.18422842334,9.04104355235,11.853839463,5.95781607189,10.9663255178,10.0619255125,9.68895934628,8.06031189722,,,10.3432757865,8.66887739111,11.5934104037,13.4790120134,9.31409096737,,12.6990119367,8.74142960868,8.85949228111,6.3318979214,9.12885363585,12.4873832474,9.27289608952,8.36908027166,7.53249513853,8.94946886326,9.6669741397,8.09678902726,8.92564350816,7.48256488829,6.17166821919,6.11638526997,9.72359048322,7.39615756047,6.41701696611,8.55156553071,8.51865774451,10.808399672,19:35
GSM1168629,9.62176605795,10.1575754824,3.68668943239,8.98041234165,8.95545219824,11.7627731326,5.3166214829,10.8714899573,9.83974199019,9.32582041581,8.14640809658,9.97745844429,,10.0683544654,8.59679531559,11.8238619694,13.4076466727,9.49902468405,,12.4908754007,8.53010625184,8.79211484639,6.80951753259,8.94556792868,12.0033171569,9.02285533969,8.9755210115,7.38140035069,8.98264220388,9.88610771783,7.96122609121,9.14577952907,7.60093059296,5.19139152038,6.19897925718,9.92545290523,6.87226208242,6.00393256523,8.55964868702,9.70581000254,10.5541717061,23:32
GSM1168630,9.61967889013,10.128592742,4.89359234099,9.01882487883,9.08294067253,11.3246856918,6.00119739494,10.9390956818,10.2975360489,9.28138710274,8.23291256484,10.3225723701,5.56168719917,10.284350986,8.93390348881,11.7856150086,13.0783363163,9.50634981757,11.8318103054,12.2314570489,8.49551867646,8.92464942056,6.62568913085,8.94850799399,12.1512356655,9.13510478475,9.3719860876,7.65353607358,8.74099064258,10.2308956024,8.3516184407,9.66808120835,7.78520783881,4.96948097596,6.79729709436,9.71045061236,7.46442798566,6.83109874131,8.55717110091,8.75657184041,10.1816450259,3:35
GSM1168631,9.37150557855,10.1117551921,5.23659383929,9.1978139742,9.02137422026,11.0636086738,6.23054422808,10.9288541941,12.0743001494,9.72440417748,8.43140988033,10.1034652391,5.68050838683,10.697793089,9.10063523699,11.5011883478,13.3153147644,9.27985236596,12.2674619576,,8.89498643239,8.98067526789,6.7002477922,8.94580666873,12.2314570489,8.71572874445,9.08022068318,7.71046585789,8.77818160919,9.98819298824,9.22133390542,9.80960325634,7.66910572324,4.83311458714,7.25844166656,9.61534897997,7.96447957582,6.89294954998,8.47125070171,8.84907787644,9.9763369146,7:35
